Date,Open,High,Low,Close,Adj Close,Volume,Equity Return,Market Return
2020-02-11,190.6499938964844,190.6999969482422,183.5,184.44000244140625,178.09414672851562,53159900,-0.0225754543844376,0.0016884725532351
2020-02-12,185.5800018310547,185.8500061035156,181.8500061035156,184.7100067138672,178.3548126220703,47062900,0.0014636409918178,0.0064626464661976
2020-02-13,183.0800018310547,186.22999572753903,182.8699951171875,183.7100067138672,177.3892364501953,35295800,-0.0054137937613213,-0.0016304457368023
2020-02-14,183.25,185.41000366210932,182.6499938964844,185.3500061035156,178.97283935546875,23149500,0.0089272773081587,0.0018435333204338
2020-02-18,185.6100006103516,187.6999969482422,185.5,187.22999572753903,180.78811645507807,27792200,0.0101427518619401,-0.0029199426368901
2020-02-19,188.0599975585937,188.17999267578125,186.47000122070312,187.27999877929688,181.3303375244141,29997500,0.0029992074698708,0.0047057858811645
2020-02-20,186.9499969482422,187.25,181.1000061035156,184.4199981689453,178.5612030029297,36862400,-0.0152712147304724,-0.0038155197636281
2020-02-21,183.1699981689453,183.5,177.25,178.58999633789062,172.91641235351562,48572600,-0.0316126378770054,-0.0105181030271228
2020-02-24,167.77000427246094,174.5500030517578,163.22999572753906,170.88999938964844,165.4610595703125,68311100,-0.0431153566149705,-0.0335136266712231
2020-02-25,174.1999969482422,174.83999633789062,167.64999389648438,168.07000732421875,162.7305908203125,68073300,-0.0165021833964486,-0.0302799955650561
2020-02-26,169.7100067138672,173.25999450683594,168.2100067138672,170.1699981689453,164.7638702392578,56206100,0.0124947584144794,-0.003778540605322
2020-02-27,163.32000732421875,167.02999877929688,157.97999572753906,158.17999267578125,153.1548309326172,93174900,-0.0704586466060965,-0.0441632425840791
2020-02-28,152.41000366210938,163.7100067138672,152.0,162.00999450683594,156.8631591796875,97012700,0.0242129368331962,-0.0082383404443618
2020-03-02,165.30999755859375,172.9199981689453,162.30999755859375,172.7899932861328,167.3006591796875,71030800,0.0665388868526088,0.04603922900611
2020-03-03,173.8000030517578,175.0,162.25999450683594,164.50999450683594,159.2837371826172,71677000,-0.0479192493106666,-0.0281078961210758
2020-03-04,168.49000549316406,170.6999969482422,165.6199951171875,170.5500030517578,165.13182067871094,49814400,0.0367148812523716,0.0422025907744911
2020-03-05,166.0500030517578,170.8699951171875,165.69000244140625,166.27000427246094,160.98779296875,47817300,-0.0250952705113315,-0.0339220770468885
2020-03-06,162.61000061035156,163.11000061035156,156.0,161.57000732421875,156.4371337890625,72821100,-0.0282671070630233,-0.0170538520003701
2020-03-09,151.0,157.75,150.0,150.6199951171875,145.8350067138672,70419300,-0.0677724451886919,-0.0759696974774509
2020-03-10,158.16000366210938,161.02999877929688,152.5800018310547,160.9199981689453,155.80775451660156,65354400,0.0683837716845394,0.0493963062815614
2020-03-11,157.1300048828125,157.6999969482422,151.14999389648438,153.6300048828125,148.74935913085938,56371600,-0.0453019518036253,-0.0488684451312739
2020-03-12,145.3000030517578,153.47000122070312,138.5800018310547,139.05999755859375,134.6422119140625,93226400,-0.0948383730808977,-0.0951126809783365
2020-03-13,147.5,161.91000366210938,140.72999572753906,158.8300018310547,153.7841796875,92727400,0.1421691422126603,0.0928712497297183
2020-03-16,140.0,149.35000610351562,135.0,135.4199981689453,131.1178436279297,87905900,-0.1473905580250833,-0.1198405524039344
2020-03-17,140.0,147.5,135.0,146.57000732421875,141.9136505126953,81059800,0.0823366720047704,0.0599548497440243
2020-03-18,138.0,146.0,135.02000427246094,140.39999389648438,135.93963623046875,81593200,-0.0420961215545092,-0.0518307627291578
2020-03-19,142.77000427246094,150.14999389648438,139.0,142.7100067138672,138.17626953125,85922700,0.0164531358388315,0.0047078080405855
2020-03-20,146.0,147.10000610351562,135.86000061035156,137.35000610351562,132.98658752441406,84866200,-0.037558417407283,-0.0433595123084619
2020-03-23,137.00999450683594,140.57000732421875,132.52000427246094,135.97999572753906,131.6600799560547,78975200,-0.0099747470256416,-0.0292938678218044
2020-03-24,143.75,149.60000610351562,141.27000427246094,148.33999633789062,143.62741088867188,82516700,0.0908956681221189,0.0938277397622755
2020-03-25,148.91000366210938,154.3300018310547,144.44000244140625,146.9199981689453,142.25254821777344,75638200,-0.0095724253635965,0.0115350114482219
2020-03-26,148.39999389648438,156.66000366210938,148.3699951171875,156.11000061035156,151.15057373046875,64568100,0.0625509041783447,0.0624141633038768
2020-03-27,151.75,154.88999938964844,149.1999969482422,149.6999969482422,144.94422912597656,57042300,-0.0410606751355063,-0.0336873525622525
2020-03-30,152.44000244140625,160.60000610351562,150.00999450683594,160.22999572753906,155.13967895507812,63420300,0.0703405019336114,0.0335160094837001
2020-03-31,159.39999389648438,164.77999877929688,156.55999755859375,157.7100067138672,152.69976806640625,77927200,-0.0157271879451186,-0.0160127219145556
2020-04-01,153.0,157.75,150.82000732421875,152.11000061035156,147.2776641845703,57969900,-0.0355082653398528,-0.0441424303316654
2020-04-02,151.86000061035156,155.47999572753906,150.36000061035156,155.25999450683594,150.32757568359375,49630700,0.020708581412598,0.0228293472348715
2020-04-03,155.10000610351562,157.3800048828125,152.19000244140625,153.8300018310547,148.94302368164062,41243300,-0.0092102330238286,-0.0151371251249494
2020-04-06,160.32000732421875,166.5,157.5800018310547,165.27000427246094,160.01959228515625,67111700,0.0743678242170733,0.0703313186527505
2020-04-07,169.58999633789062,170.0,163.25999450683594,163.49000549316406,158.296142578125,62769000,-0.0107702418336377,-0.0016030527844311
2020-04-08,165.6699981689453,166.6699981689453,163.5,165.1300048828125,159.88401794433594,48318200,0.0100310427048293,0.0340564528796303
2020-04-09,166.36000061035156,167.3699951171875,163.3300018310547,165.13999938964844,159.8937225341797,51385100,6.0697685538180224e-05,0.0144874101533765
2020-04-13,164.35000610351562,165.57000732421875,162.3000030517578,165.50999450683594,160.25193786621094,41905300,0.0022403339315255,-0.0101046608226074
2020-04-14,169.0,173.75,168.0,173.6999969482422,168.18177795410156,52874300,0.0494835831221647,0.030572589146256
2020-04-15,171.1999969482422,173.57000732421875,169.24000549316406,171.8800048828125,166.4196014404297,40940800,-0.0104778088037147,-0.0220304385294157
2020-04-16,174.3000030517578,177.27999877929688,172.89999389648438,177.0399932861328,171.41566467285156,50479600,0.0300208820906846,0.0058166894621645
2020-04-17,179.5,180.0,175.8699951171875,178.60000610351562,172.92611694335938,52765600,0.0088116350007481,0.0267935948482234
2020-04-20,176.6300048828125,178.75,174.99000549316406,175.05999755859375,169.49855041503906,36669600,-0.0198209882284177,-0.0178810480340146
2020-04-21,173.5,173.6699981689453,166.11000061035156,167.82000732421875,162.48855590820312,56203700,-0.0413572534376905,-0.0306747956940633
2020-04-22,171.38999938964844,174.0,170.82000732421875,173.52000427246094,168.0074920654297,34620200,0.0339650760410747,0.0229302477038437
2020-04-23,174.11000061035156,175.05999755859375,170.91000366210938,171.4199981689453,165.9741668701172,32790800,-0.012102586440137,-0.0005394221197431
2020-04-24,172.05999755859375,174.55999755859375,170.7100067138672,174.5500030517578,169.00477600097656,34277600,0.0182595230812694,0.0139180573045454
2020-04-27,176.58999633789062,176.89999389648438,173.3000030517578,174.0500030517578,168.52064514160156,33194400,-0.0028645986866797,0.0147140698047996
2020-04-28,175.58999633789062,175.6699981689453,169.38999938964844,169.80999755859375,164.41534423828125,34392700,-0.0243608188176041,-0.0052423806984989
2020-04-29,173.22000122070312,177.67999267578125,171.8800048828125,177.42999267578125,171.79324340820312,51286600,0.0448735439146685,0.026583916282167
2020-04-30,180.0,180.3999938964844,176.22999572753906,179.2100067138672,173.51670837402344,53875900,0.0100322045944796,-0.0092124463039876
2020-05-01,175.8000030517578,178.63999938964844,174.00999450683594,174.57000732421875,169.02415466308594,39370500,-0.0258911879612976,-0.0280590340784921
2020-05-04,174.49000549316406,179.0,173.8000030517578,178.83999633789062,173.15847778320312,30372900,0.0244599544269756,0.0042498275919764
2020-05-05,180.6199951171875,183.6499938964844,179.89999389648438,180.759994506836,175.0174560546875,36839200,0.0107357046289806,0.0090405563857973
2020-05-06,182.0800018310547,184.1999969482422,181.6300048828125,182.5399932861328,176.74090576171875,32139300,0.009847301782816,-0.0069794103903862
2020-05-07,184.1699981689453,184.5500030517578,182.5800018310547,183.6000061035156,177.7672576904297,28316000,0.0058070989524896,0.0115046307883139
2020-05-08,184.97999572753903,185.0,183.3600006103516,184.67999267578125,178.81295776367188,30877800,0.0058824110065487,0.0168715386387019
2020-05-11,183.1499938964844,187.509994506836,182.8500061035156,186.7400054931641,180.80746459960932,30892700,0.0111541515832065,0.0001330782209116
2020-05-12,186.8000030517578,187.0399932861328,182.3000030517578,182.509994506836,176.71185302734375,32038200,-0.0226517836602332,-0.0205003175288771
2020-05-13,182.5500030517578,184.0500030517578,176.5399932861328,179.75,174.03955078125,44711500,-0.0151223712519174,-0.017462724604228
2020-05-14,177.5399932861328,180.69000244140625,175.67999267578125,180.52999877929688,174.79478454589844,41873900,0.0043394375661063,0.0115248226950355
2020-05-15,179.05999755859375,187.0599975585937,177.0,183.16000366210932,177.34124755859375,46610400,0.0145683008752852,0.0039263632504382
2020-05-18,185.75,186.1999969482422,183.9600067138672,184.91000366210932,179.03564453125,35264500,0.00955444374043,0.0315011916316807
2020-05-19,185.02999877929688,186.6000061035156,183.4900054931641,183.6300048828125,177.7963104248047,26799100,-0.0069222757830716,-0.0104843991944931
2020-05-20,184.8099975585937,185.8500061035156,183.94000244140625,185.66000366210932,180.26248168945312,31261300,0.0138707673896947,0.0166511002590801
2020-05-21,185.3999938964844,186.6699981689453,183.2899932861328,183.42999267578125,178.09727478027344,29119500,-0.0120114118527991,-0.0077735964077371
2020-05-22,183.19000244140625,184.4600067138672,182.5399932861328,183.509994506836,178.17495727539062,20826900,0.0004361801448844,0.0023537113264884
2020-05-26,186.33999633789065,186.5,181.1000061035156,181.57000732421875,176.2913818359375,36073600,-0.0105714937062778,0.0122891840360801
2020-05-27,180.1999969482422,181.9900054931641,176.60000610351562,181.8099975585937,176.5244140625,39517100,0.0013218583014986,0.0148272972159138
2020-05-28,180.7400054931641,184.1499938964844,180.3800048828125,181.3999938964844,176.1262969970703,33810200,-0.0022553088055499,-0.0021079145460738
2020-05-29,182.72999572753903,184.2700042724609,180.41000366210932,183.25,177.9225311279297,42130400,0.0101985572937428,0.0048123358249714
2020-06-01,182.5399932861328,183.0,181.4600067138672,182.8300018310547,177.5147247314453,22622400,-0.0022920447112522,0.0037512348135377
2020-06-02,184.25,185.0,181.3500061035156,184.91000366210932,179.5342559814453,30794600,0.0113766970771314,0.0082108327800534
2020-06-03,184.82000732421875,185.94000244140625,183.5800018310547,185.3600006103516,179.97117614746094,27311000,0.0024336311954904,0.013648979133831
2020-06-04,184.3000030517578,185.83999633789065,182.3000030517578,182.9199981689453,177.60211181640625,28761800,-0.0131635764224464,-0.0033687022311144
2020-06-05,182.6199951171875,187.72999572753903,182.009994506836,187.1999969482422,181.75767517089844,39893600,0.0233981640870799,0.0262116508183987
2020-06-08,185.94000244140625,188.5500030517578,184.44000244140625,188.3600006103516,182.8839874267578,33211600,0.0061967796121971,0.0120415794211692
2020-06-09,188.0,190.6999969482422,187.259994506836,189.8000030517578,184.2821044921875,29783900,0.0076448303927625,-0.0077991708226116
2020-06-10,191.1300048828125,198.5200042724609,191.009994506836,196.83999633789065,191.117416381836,43872300,0.0370915662618678,-0.0053130910724373
2020-06-11,193.1300048828125,195.759994506836,186.07000732421875,186.2700042724609,180.85470581054688,52854700,-0.0536984580766048,-0.0589440592744382
2020-06-12,190.5399932861328,191.72000122070312,185.17999267578125,187.7400054931641,182.28201293945312,43373600,0.0078920099010384,0.0130608439632347
2020-06-15,184.5800018310547,190.82000732421875,184.009994506836,188.94000244140625,183.44708251953125,32770200,0.0063915773218123,0.0083122170412852
2020-06-16,192.88999938964844,195.5800018310547,191.4600067138672,193.57000732421875,187.9424743652344,42556700,0.0245051149571948,0.0189623981938025
2020-06-17,195.02999877929688,196.32000732421875,193.69000244140625,194.2400054931641,188.593017578125,25687800,0.0034613953822189,-0.003600299556174
2020-06-18,194.0,196.4900054931641,194.0,196.32000732421875,190.612533569336,23061600,0.0107083285327589,0.0005942198825281
2020-06-19,198.58999633789065,199.2899932861328,194.3699951171875,195.1499938964844,189.4765625,44441100,-0.0059595822376639,-0.0056494948094629
2020-06-22,195.7899932861328,200.759994506836,195.22999572753903,200.57000732421875,194.738998413086,32818900,0.0277735454119079,0.0064950955376916
2020-06-23,202.08999633789065,203.9499969482422,201.42999267578125,201.91000366210932,196.0400238037109,30917400,0.0066808672183125,0.0043074195691641
2020-06-24,201.6000061035156,203.25,196.5599975585937,197.83999633789065,192.08834838867188,36740600,-0.0201574930382366,-0.0258551459390645
2020-06-25,197.8000030517578,200.6100006103516,195.47000122070312,200.33999633789065,194.51568603515625,27803900,0.0126365688853387,0.0109594472678098
2020-06-26,199.72999572753903,199.88999938964844,194.8800048828125,196.3300018310547,190.62225341796875,54675800,-0.02001603416438,-0.0242269050447859
2020-06-29,195.77999877929688,198.52999877929688,193.5500030517578,198.44000244140625,192.6708984375,26701600,0.0107471451144756,0.0146856784331186
2020-06-30,197.8800048828125,204.3999938964844,197.7400054931641,203.509994506836,197.593505859375,34310300,0.0255493043412149,0.0154098757315546
2020-07-01,203.13999938964844,206.3500061035156,201.7700042724609,204.6999969482422,198.74888610839844,32061200,0.0058472582082009,0.0050221328208643
2020-07-02,205.67999267578125,208.0200042724609,205.0,206.259994506836,200.26351928710932,29315800,0.0076208385786114,0.004541250844364
2020-07-06,208.8300018310547,211.1300048828125,208.08999633789065,210.6999969482422,204.5745086669922,31897600,0.0215265835496596,0.0158817258674588
2020-07-07,210.4499969482422,214.6699981689453,207.9900054931641,208.25,202.19569396972656,33600700,-0.0116281090579954,-0.0108185320281971
2020-07-08,210.07000732421875,213.259994506836,208.69000244140625,212.8300018310547,206.642578125,33600000,0.0219929716007662,0.0078274619154155
2020-07-09,216.3300018310547,216.3800048828125,211.47000122070312,214.32000732421875,208.08924865722656,33121700,0.0070008347038308,-0.0056436061593611
2020-07-10,213.6199951171875,214.0800018310547,211.0800018310547,213.6699981689453,207.4581451416016,26177600,-0.0030328501818206,0.0104662012732443
2020-07-13,214.47999572753903,215.8000030517578,206.5,207.07000732421875,201.0500640869141,38135600,-0.0308885488700076,-0.0093625411277882
2020-07-14,206.1300048828125,208.8500061035156,202.02999877929688,208.3500061035156,202.29286193847656,37591800,0.0061815342223678,0.0134063707826679
2020-07-15,209.5599975585937,211.3300018310547,205.02999877929688,208.0399932861328,201.9917907714844,32179400,-0.0014882935764869,0.009082050740923
2020-07-16,205.3999938964844,205.6999969482422,202.3099975585937,203.9199981689453,197.9916076660156,29940700,-0.0198036914777106,-0.0034061012455366
2020-07-17,204.47000122070312,205.0399932861328,201.38999938964844,202.8800048828125,196.9818420410156,31635300,-0.005100042556871,0.0028486121946174
2020-07-20,205.0,212.3000030517578,203.009994506836,211.6000061035156,205.4483184814453,36884800,0.0429809994297178,0.0084069387471426
2020-07-21,213.66000366210932,213.94000244140625,208.02999877929688,208.75,202.68121337890625,37990400,-0.0134686188866957,0.0016790373419135
2020-07-22,209.1999969482422,212.3000030517578,208.38999938964844,211.75,205.59396362304688,49605700,0.0143710914079409,0.0057470820687397
2020-07-23,207.19000244140625,210.9199981689453,202.1499938964844,202.5399932861328,196.65170288085932,67457000,-0.0434947630981179,-0.012319859824193
2020-07-24,200.4199981689453,202.8600006103516,197.509994506836,201.3000030517578,195.44776916503903,39827000,-0.0061221626773794,-0.0061904000546884
2020-07-27,201.47000122070312,203.97000122070312,200.8600006103516,203.8500061035156,197.9236297607422,30160900,0.0126676329245409,0.0073951387950395
2020-07-28,203.6100006103516,204.6999969482422,201.7400054931641,202.0200042724609,196.14683532714844,23251400,-0.008977171830072,-0.0064733921522979
2020-07-29,202.5,204.6499938964844,202.009994506836,204.0599975585937,198.1275177001953,19632600,0.0100979573274446,0.01242838167815
2020-07-30,201.0,204.4600067138672,199.57000732421875,203.8999938964844,197.97219848632807,25079600,-0.0007839355969836,-0.0037502519373892
2020-07-31,204.3999938964844,205.1000061035156,199.009994506836,205.009994506836,199.0498809814453,51044000,0.0054436052302142,0.0076705049901413
2020-08-03,211.5200042724609,217.63999938964844,210.44000244140625,216.5399932861328,210.24468994140625,78983000,0.0562412240829446,0.0071810234393261
2020-08-04,214.1699981689453,214.7700042724609,210.3099975585937,213.2899932861328,207.0891876220703,49280100,-0.0150087135147877,0.0036119303819721
2020-08-05,214.8999938964844,215.0,211.57000732421875,212.94000244140625,206.7493896484375,28806400,-0.0016408291400173,0.0064297430531994
2020-08-06,212.33999633789065,216.3699951171875,211.5500030517578,216.3500061035156,210.06021118164065,32656800,0.0160136943515671,0.0064276955596642
2020-08-07,214.8500061035156,215.6999969482422,210.92999267578125,212.47999572753903,206.30274963378903,27820400,-0.0178875453219574,0.0006330295486443
2020-08-10,211.6699981689453,211.8800048828125,206.3500061035156,208.25,202.19569396972656,36716500,-0.0199079055967649,0.002742218294476
2020-08-11,207.16000366210932,207.6499938964844,203.13999938964844,203.3800048828125,197.46728515625,36446500,-0.0233853091559136,-0.0079691321542361
2020-08-12,205.2899932861328,210.27999877929688,204.75,209.19000244140625,203.1083984375,28013100,0.0285673309216074,0.0139965494902376
2020-08-13,209.44000244140625,211.3500061035156,208.1499938964844,208.6999969482422,202.6326446533203,22588900,-0.0023423639191664,-0.0020471743504979
2020-08-14,208.759994506836,209.58999633789065,207.509994506836,208.8999938964844,202.82684326171875,17958900,0.0009583777023227,-0.0001718826227681
2020-08-17,209.6000061035156,211.19000244140625,208.9199981689453,210.27999877929688,204.1666717529297,20184800,0.0066057750032726,0.0027098425110787
2020-08-18,210.52999877929688,212.3600006103516,209.2100067138672,211.4900054931641,205.341537475586,21336200,0.0057544442125108,0.0023033891540169
2020-08-19,211.4900054931641,212.1000061035156,209.25,209.6999969482422,204.09571838378903,27627600,-0.0060670583609757,-0.0044043954214108
2020-08-20,209.5399932861328,215.0,208.91000366210932,214.5800018310547,208.8453369140625,26981500,0.0232715245958372,0.0031586327691348
2020-08-21,213.8600006103516,216.25,212.8500061035156,213.0200042724609,207.3270263671875,36249300,-0.0072700236898263,0.0034411070444764
2020-08-24,214.7899932861328,215.5200042724609,212.42999267578125,213.69000244140625,207.97906494140625,25460100,0.0031449762514992,0.0100437183030086
2020-08-25,213.1000061035156,216.6100006103516,213.1000061035156,216.47000122070312,210.684814453125,23043700,0.0130097205335597,0.0035963511532906
2020-08-26,217.8800048828125,222.08999633789065,217.3600006103516,221.1499938964844,215.23974609375,39600800,0.0216196485373103,0.0101956261394839
2020-08-27,222.88999938964844,231.1499938964844,219.3999938964844,226.5800018310547,220.5246124267578,57602200,0.0245533941984206,0.0016730440109038
2020-08-28,228.17999267578125,230.63999938964844,226.5800018310547,228.91000366210932,222.79232788085932,26292900,0.0102832759987492,0.0067325653552858
2020-08-31,227.0,228.6999969482422,224.3099975585937,225.52999877929688,219.502670288086,28774200,-0.0147655784382871,-0.0021949627140287
2020-09-01,225.509994506836,227.4499969482422,224.42999267578125,227.2700042724609,221.19618225097656,25725500,0.0077152226014745,0.0075250030166134
2020-09-02,227.97000122070312,232.8600006103516,227.3500061035156,231.6499938964844,225.4591064453125,34080800,0.0192721418197854,0.0153659101548075
2020-09-03,229.2700042724609,229.3099975585937,214.9600067138672,217.3000030517578,211.4925994873047,58400300,-0.0619469631464876,-0.0351258437153412
2020-09-04,215.1000061035156,218.3600006103516,205.19000244140625,214.25,208.52413940429688,59664100,-0.014035763379919,-0.0081330272642748
2020-09-08,206.5,210.02999877929688,202.1999969482422,202.66000366210932,197.243881225586,52924300,-0.054095694680414,-0.0277563421023609
2020-09-09,207.6000061035156,214.83999633789065,206.6999969482422,211.2899932861328,205.64324951171875,45679000,0.0425836696882198,0.0201449863367746
2020-09-10,213.3999938964844,214.7400054931641,204.1100006103516,205.3699951171875,199.8814392089844,35461500,-0.0280184752789857,-0.0175847965901794
2020-09-11,207.1999969482422,208.6300048828125,201.2400054931641,204.02999877929688,198.57725524902344,33620100,-0.006524787719771,0.000533072190594
2020-09-14,204.2400054931641,209.1999969482422,204.02999877929688,205.41000366210932,199.92037963867188,30375800,0.0067637373069946,0.0127418290893575
2020-09-15,208.4199981689453,209.77999877929688,206.92999267578125,208.77999877929688,203.20030212402344,21823900,0.0164061437422216,0.005219359577689
2020-09-16,210.6199951171875,210.6499938964844,204.63999938964844,205.0500030517578,199.56997680664065,26328100,-0.0178657476363742,-0.0046189465962115
2020-09-17,200.0500030517578,204.3300018310547,199.9600067138672,202.91000366210932,197.48719787597656,34011300,-0.0104363339816491,-0.0084123658764024
2020-09-18,202.8000030517578,203.6499938964844,196.25,200.38999938964844,195.0345458984375,55225300,-0.0124192960552276,-0.0111825818074104
2020-09-21,197.19000244140625,202.7100067138672,196.3800048828125,202.5399932861328,197.1270751953125,39839700,0.010729018734787,-0.0115710979308057
2020-09-22,205.0599975585937,208.1000061035156,202.0800018310547,207.4199981689453,201.87667846679688,33517100,0.0240941193226678,0.0105179451608137
2020-09-23,207.8999938964844,208.1000061035156,200.02999877929688,200.58999633789065,195.2292022705078,30803800,-0.0329284008770849,-0.0237214550930281
2020-09-24,199.8500061035156,205.57000732421875,199.1999969482422,203.19000244140625,197.75973510742188,31202500,0.0129618561541207,0.002987459142957
2020-09-25,203.5500030517578,209.0399932861328,202.5399932861328,207.82000732421875,202.26597595214844,29437300,0.0227864425601036,0.0159767237756141
2020-09-28,210.8800048828125,212.57000732421875,208.0599975585937,209.44000244140625,203.8426971435547,32004900,0.0077952863005454,0.0161105901990838
2020-09-29,209.3500061035156,210.07000732421875,206.8099975585937,207.259994506836,201.7209625244141,24221900,-0.0104086859567326,-0.0048126645432444
2020-09-30,207.72999572753903,211.97999572753903,206.5399932861328,210.3300018310547,204.7088928222656,33829100,0.0148121953239734,0.0082537182282207
2020-10-01,213.4900054931641,213.9900054931641,211.32000732421875,212.4600067138672,206.781967163086,27158400,0.0101269383671582,0.0052929077692909
2020-10-02,208.0,210.9900054931641,205.5399932861328,206.19000244140625,200.67953491210932,33154800,-0.0295114333938203,-0.0095776521786163
2020-10-05,207.22000122070312,210.41000366210932,206.97999572753903,210.3800048828125,204.757568359375,21331600,0.0203211226747743,0.017972708676142
2020-10-06,208.82000732421875,210.17999267578125,204.82000732421875,205.91000366210932,200.4070281982422,28554300,-0.0212472740128319,-0.0139735156922267
2020-10-07,207.0599975585937,210.1100006103516,206.72000122070312,209.8300018310547,204.22227478027344,25681100,0.0190374889360527,0.0173967548692179
2020-10-08,210.509994506836,211.19000244140625,208.32000732421875,210.5800018310547,204.95220947265625,19925800,0.0035742168339283,0.0080101236424949
2020-10-09,211.22999572753903,215.8600006103516,211.22999572753903,215.8099975585937,210.04244995117188,26458000,0.0248362312932017,0.0087935331206152
2020-10-12,218.7899932861328,223.8600006103516,216.8099975585937,221.3999938964844,215.4830322265625,40461400,0.0259022986860768,0.0164158129636475
2020-10-13,222.72000122070312,225.2100067138672,220.42999267578125,222.8600006103516,216.90402221679688,28950800,0.0065944402932864,-0.0063069189940844
2020-10-14,223.0,224.22000122070312,219.1300048828125,220.8600006103516,214.9574584960937,23421700,-0.0089743090091595,-0.0066231417535027
2020-10-15,217.1000061035156,220.3600006103516,216.009994506836,219.66000366210932,213.7895355224609,22733100,-0.005433274945675,-0.0015277553060997
2020-10-16,220.1499938964844,222.2899932861328,219.32000732421875,219.66000366210932,213.7895355224609,26057900,0.0,0.0001349195574553
2020-10-19,220.4199981689453,222.3000030517578,213.72000122070312,214.22000122070312,208.4949493408203,27625800,-0.0247654131840534,-0.016329861778318
2020-10-20,215.8000030517578,217.3699951171875,213.08999633789065,214.6499938964844,208.91342163085932,22753500,0.0020071099629133,0.0047273340731102
2020-10-21,213.1199951171875,216.9199981689453,213.1199951171875,214.8000030517578,209.05946350097656,22724900,0.0006990545125207,-0.0021956999281005
2020-10-22,213.92999267578125,216.0599975585937,211.6999969482422,214.88999938964844,209.1470184326172,22351500,0.000418803962157,0.0052189253963921
