contractSymbol,strike,bid,ask,volume,expirationDate,dte,CALL,mark
AAPL231110P00145000,145.0,0.02,0.05,223.0,2023-11-11,0.0136986301369863,False,0.035
AAPL231110P00146000,146.0,0.03,0.04,80.0,2023-11-11,0.0136986301369863,False,0.035
AAPL231110P00147000,147.0,0.03,0.05,118.0,2023-11-11,0.0136986301369863,False,0.04
AAPL231110P00148000,148.0,0.03,0.05,211.0,2023-11-11,0.0136986301369863,False,0.04
AAPL231110P00149000,149.0,0.01,0.05,242.0,2023-11-11,0.0136986301369863,False,0.030000000000000002
AAPL231110P00150000,150.0,0.04,0.05,1620.0,2023-11-11,0.0136986301369863,False,0.045
AAPL231110P00152500,152.5,0.04,0.06,178.0,2023-11-11,0.0136986301369863,False,0.05
AAPL231110P00155000,155.0,0.05,0.07,3001.0,2023-11-11,0.0136986301369863,False,0.060000000000000005
AAPL231110P00157500,157.5,0.06,0.07,1925.0,2023-11-11,0.0136986301369863,False,0.065
AAPL231110P00160000,160.0,0.07,0.08,7041.0,2023-11-11,0.0136986301369863,False,0.07500000000000001
AAPL231110P00162500,162.5,0.09,0.11,16685.0,2023-11-11,0.0136986301369863,False,0.1
AAPL231110P00165000,165.0,0.13,0.15,12184.0,2023-11-11,0.0136986301369863,False,0.14
AAPL231110P00167500,167.5,0.2,0.23,23427.0,2023-11-11,0.0136986301369863,False,0.21500000000000002
AAPL231110P00170000,170.0,0.4,0.41,42756.0,2023-11-11,0.0136986301369863,False,0.405
AAPL231110P00172500,172.5,0.72,0.75,39325.0,2023-11-11,0.0136986301369863,False,0.735
AAPL231110P00175000,175.0,1.34,1.36,59964.0,2023-11-11,0.0136986301369863,False,1.35
AAPL231110P00177500,177.5,2.36,2.46,8124.0,2023-11-11,0.0136986301369863,False,2.41
AAPL231110P00180000,180.0,3.9,4.1,5151.0,2023-11-11,0.0136986301369863,False,4.0
AAPL231110P00182500,182.5,5.9,6.55,1628.0,2023-11-11,0.0136986301369863,False,6.225
AAPL231110P00185000,185.0,7.95,8.65,2863.0,2023-11-11,0.0136986301369863,False,8.3
AAPL231110P00187500,187.5,10.4,11.55,32.0,2023-11-11,0.0136986301369863,False,10.975000000000001
AAPL231110P00190000,190.0,12.9,13.7,53.0,2023-11-11,0.0136986301369863,False,13.3
AAPL231110P00192500,192.5,15.5,16.5,5.0,2023-11-11,0.0136986301369863,False,16.0
AAPL231110P00195000,195.0,17.85,19.0,5.0,2023-11-11,0.0136986301369863,False,18.425
AAPL231110P00200000,200.0,22.85,24.0,82.0,2023-11-11,0.0136986301369863,False,23.425
AAPL231110P00205000,205.0,27.85,29.0,30.0,2023-11-11,0.0136986301369863,False,28.425
AAPL231110P00212500,212.5,35.35,36.45,,2023-11-11,0.0136986301369863,False,35.900000000000006
AAPL231110P00215000,215.0,37.8,38.95,1.0,2023-11-11,0.0136986301369863,False,38.375
AAPL231110P00245000,245.0,67.9,68.95,1.0,2023-11-11,0.0136986301369863,False,68.42500000000001
AAPL231117C00050000,50.0,126.2,127.15,2.0,2023-11-18,0.03287671232876712,True,126.67500000000001
AAPL231117C00055000,55.0,121.1,122.25,1.0,2023-11-18,0.03287671232876712,True,121.675
AAPL231117C00060000,60.0,116.1,117.25,3.0,2023-11-18,0.03287671232876712,True,116.675
AAPL231117C00065000,65.0,111.15,112.25,17.0,2023-11-18,0.03287671232876712,True,111.7
AAPL231117C00070000,70.0,106.2,107.25,22.0,2023-11-18,0.03287671232876712,True,106.725
AAPL231117C00075000,75.0,101.3,102.25,11.0,2023-11-18,0.03287671232876712,True,101.775
AAPL231117C00080000,80.0,96.15,97.25,1.0,2023-11-18,0.03287671232876712,True,96.7
AAPL231117C00085000,85.0,91.25,92.25,33.0,2023-11-18,0.03287671232876712,True,91.75
AAPL231117C00090000,90.0,86.15,87.3,4.0,2023-11-18,0.03287671232876712,True,86.725
AAPL231117C00095000,95.0,81.2,82.2,4.0,2023-11-18,0.03287671232876712,True,81.7
AAPL231117C00100000,100.0,76.2,77.3,3.0,2023-11-18,0.03287671232876712,True,76.75
AAPL231117C00105000,105.0,71.15,72.3,1.0,2023-11-18,0.03287671232876712,True,71.725
AAPL231117C00110000,110.0,66.15,67.3,2.0,2023-11-18,0.03287671232876712,True,66.725
AAPL231117C00115000,115.0,61.3,62.3,48.0,2023-11-18,0.03287671232876712,True,61.8
AAPL231117C00120000,120.0,56.2,57.35,118.0,2023-11-18,0.03287671232876712,True,56.775000000000006
AAPL231117C00125000,125.0,51.3,52.35,5.0,2023-11-18,0.03287671232876712,True,51.825
AAPL231117C00130000,130.0,46.25,47.35,12.0,2023-11-18,0.03287671232876712,True,46.8
AAPL231117C00135000,135.0,41.25,42.35,4.0,2023-11-18,0.03287671232876712,True,41.8
AAPL231117C00140000,140.0,36.2,37.4,6.0,2023-11-18,0.03287671232876712,True,36.8
AAPL231117C00145000,145.0,31.25,32.4,5.0,2023-11-18,0.03287671232876712,True,31.825
AAPL231117C00146000,146.0,30.25,31.4,,2023-11-18,0.03287671232876712,True,30.825
AAPL231117C00150000,150.0,26.35,27.4,130.0,2023-11-18,0.03287671232876712,True,26.875
AAPL231117C00152500,152.5,23.85,24.9,1.0,2023-11-18,0.03287671232876712,True,24.375
AAPL231117C00155000,155.0,21.4,22.45,177.0,2023-11-18,0.03287671232876712,True,21.924999999999997
AAPL231117C00157500,157.5,19.15,19.6,44.0,2023-11-18,0.03287671232876712,True,19.375
AAPL231117C00160000,160.0,16.7,17.15,140.0,2023-11-18,0.03287671232876712,True,16.924999999999997
AAPL231117C00162500,162.5,14.25,14.7,17.0,2023-11-18,0.03287671232876712,True,14.475
AAPL231117C00165000,165.0,11.9,12.35,413.0,2023-11-18,0.03287671232876712,True,12.125
AAPL231117C00167500,167.5,9.6,9.95,530.0,2023-11-18,0.03287671232876712,True,9.774999999999999
AAPL231117C00170000,170.0,7.4,7.75,3158.0,2023-11-18,0.03287671232876712,True,7.575
AAPL231117C00172500,172.5,5.5,5.65,4232.0,2023-11-18,0.03287671232876712,True,5.575
AAPL231117C00175000,175.0,3.75,3.85,14483.0,2023-11-18,0.03287671232876712,True,3.8
AAPL231117C00177500,177.5,2.28,2.4,9813.0,2023-11-18,0.03287671232876712,True,2.34
AAPL231117C00180000,180.0,1.29,1.31,30129.0,2023-11-18,0.03287671232876712,True,1.3
AAPL231117C00182500,182.5,0.65,0.7,4148.0,2023-11-18,0.03287671232876712,True,0.675
AAPL231117C00185000,185.0,0.3,0.33,13096.0,2023-11-18,0.03287671232876712,True,0.315
AAPL231117C00187500,187.5,0.16,0.21,7425.0,2023-11-18,0.03287671232876712,True,0.185
AAPL231117C00190000,190.0,0.09,0.1,5776.0,2023-11-18,0.03287671232876712,True,0.095
AAPL231117C00192500,192.5,0.06,0.08,995.0,2023-11-18,0.03287671232876712,True,0.07
AAPL231117C00195000,195.0,0.04,0.05,1512.0,2023-11-18,0.03287671232876712,True,0.045
AAPL231117C00197500,197.5,0.03,0.04,174.0,2023-11-18,0.03287671232876712,True,0.035
AAPL231117C00200000,200.0,0.02,0.03,2014.0,2023-11-18,0.03287671232876712,True,0.025
AAPL231117C00202500,202.5,0.01,0.04,1.0,2023-11-18,0.03287671232876712,True,0.025
AAPL231117C00205000,205.0,0.01,0.02,212.0,2023-11-18,0.03287671232876712,True,0.015
AAPL231117C00210000,210.0,0.0,0.01,684.0,2023-11-18,0.03287671232876712,True,0.005
AAPL231117C00215000,215.0,0.0,0.01,19.0,2023-11-18,0.03287671232876712,True,0.005
AAPL231117C00220000,220.0,0.0,0.01,3.0,2023-11-18,0.03287671232876712,True,0.005
AAPL231117C00225000,225.0,0.0,0.01,47.0,2023-11-18,0.03287671232876712,True,0.005
AAPL231117C00230000,230.0,0.0,0.01,15.0,2023-11-18,0.03287671232876712,True,0.005
AAPL231117C00235000,235.0,0.0,0.01,1.0,2023-11-18,0.03287671232876712,True,0.005
AAPL231117C00240000,240.0,0.0,0.01,30.0,2023-11-18,0.03287671232876712,True,0.005
AAPL231117C00245000,245.0,0.0,0.01,385.0,2023-11-18,0.03287671232876712,True,0.005
AAPL231117C00250000,250.0,0.0,0.01,1.0,2023-11-18,0.03287671232876712,True,0.005
AAPL231117C00255000,255.0,0.0,0.01,2.0,2023-11-18,0.03287671232876712,True,0.005
AAPL231117C00260000,260.0,0.0,0.01,1.0,2023-11-18,0.03287671232876712,True,0.005
AAPL231117C00265000,265.0,0.0,0.01,1.0,2023-11-18,0.03287671232876712,True,0.005
AAPL231117C00270000,270.0,0.0,0.01,1.0,2023-11-18,0.03287671232876712,True,0.005
AAPL231117C00275000,275.0,0.0,0.01,1.0,2023-11-18,0.03287671232876712,True,0.005
AAPL231117C00280000,280.0,0.0,0.01,14.0,2023-11-18,0.03287671232876712,True,0.005
AAPL231117C00285000,285.0,0.0,0.01,25.0,2023-11-18,0.03287671232876712,True,0.005
AAPL231117C00290000,290.0,0.0,0.01,69.0,2023-11-18,0.03287671232876712,True,0.005
AAPL231117C00300000,300.0,0.0,0.01,1.0,2023-11-18,0.03287671232876712,True,0.005
AAPL231117P00050000,50.0,0.0,0.01,30.0,2023-11-18,0.03287671232876712,False,0.005
AAPL231117P00055000,55.0,0.0,0.01,60.0,2023-11-18,0.03287671232876712,False,0.005
AAPL231117P00060000,60.0,0.0,0.01,1289.0,2023-11-18,0.03287671232876712,False,0.005
AAPL231117P00065000,65.0,0.0,0.01,20.0,2023-11-18,0.03287671232876712,False,0.005
AAPL231117P00070000,70.0,0.0,0.01,20.0,2023-11-18,0.03287671232876712,False,0.005
AAPL231117P00075000,75.0,0.0,0.06,200.0,2023-11-18,0.03287671232876712,False,0.03
AAPL231117P00080000,80.0,0.0,0.06,9.0,2023-11-18,0.03287671232876712,False,0.03
AAPL231117P00085000,85.0,0.0,0.03,1.0,2023-11-18,0.03287671232876712,False,0.015
AAPL231117P00090000,90.0,0.0,0.06,1.0,2023-11-18,0.03287671232876712,False,0.03
AAPL231117P00095000,95.0,0.0,0.01,111.0,2023-11-18,0.03287671232876712,False,0.005
AAPL231117P00100000,100.0,0.0,0.03,12.0,2023-11-18,0.03287671232876712,False,0.015
AAPL231117P00105000,105.0,0.0,0.01,7.0,2023-11-18,0.03287671232876712,False,0.005
AAPL231117P00110000,110.0,0.0,0.03,1.0,2023-11-18,0.03287671232876712,False,0.015
AAPL231117P00115000,115.0,0.0,0.04,8.0,2023-11-18,0.03287671232876712,False,0.02
AAPL231117P00120000,120.0,0.02,0.04,740.0,2023-11-18,0.03287671232876712,False,0.03
AAPL231117P00125000,125.0,0.0,0.05,638.0,2023-11-18,0.03287671232876712,False,0.025
AAPL231117P00130000,130.0,0.02,0.06,65.0,2023-11-18,0.03287671232876712,False,0.04
AAPL231117P00135000,135.0,0.02,0.06,295.0,2023-11-18,0.03287671232876712,False,0.04
AAPL231117P00140000,140.0,0.06,0.07,3011.0,2023-11-18,0.03287671232876712,False,0.065
AAPL231117P00145000,145.0,0.07,0.09,440.0,2023-11-18,0.03287671232876712,False,0.08
AAPL231117P00146000,146.0,0.07,0.09,68.0,2023-11-18,0.03287671232876712,False,0.08
AAPL231117P00150000,150.0,0.09,0.1,1687.0,2023-11-18,0.03287671232876712,False,0.095
AAPL231117P00152500,152.5,0.06,0.12,511.0,2023-11-18,0.03287671232876712,False,0.09
AAPL231117P00155000,155.0,0.1,0.13,2041.0,2023-11-18,0.03287671232876712,False,0.115
AAPL231117P00157500,157.5,0.1,0.15,1239.0,2023-11-18,0.03287671232876712,False,0.125
AAPL231117P00160000,160.0,0.16,0.2,12461.0,2023-11-18,0.03287671232876712,False,0.18
AAPL231117P00162500,162.5,0.21,0.26,1933.0,2023-11-18,0.03287671232876712,False,0.235
AAPL231117P00165000,165.0,0.32,0.37,10545.0,2023-11-18,0.03287671232876712,False,0.345
AAPL231117P00167500,167.5,0.49,0.58,6764.0,2023-11-18,0.03287671232876712,False,0.5349999999999999
AAPL231117P00170000,170.0,0.82,0.87,27849.0,2023-11-18,0.03287671232876712,False,0.845
AAPL231117P00172500,172.5,1.28,1.38,8621.0,2023-11-18,0.03287671232876712,False,1.33
AAPL231117P00175000,175.0,2.0,2.07,21072.0,2023-11-18,0.03287671232876712,False,2.035
AAPL231117P00177500,177.5,3.05,3.15,1552.0,2023-11-18,0.03287671232876712,False,3.0999999999999996
AAPL231117P00180000,180.0,4.5,4.65,1956.0,2023-11-18,0.03287671232876712,False,4.575
AAPL231117P00182500,182.5,6.0,6.9,233.0,2023-11-18,0.03287671232876712,False,6.45
AAPL231117P00185000,185.0,8.1,9.2,1150.0,2023-11-18,0.03287671232876712,False,8.649999999999999
AAPL231117P00187500,187.5,10.8,11.65,37.0,2023-11-18,0.03287671232876712,False,11.225000000000001
AAPL231117P00190000,190.0,12.9,14.1,145.0,2023-11-18,0.03287671232876712,False,13.5
AAPL231117P00192500,192.5,15.35,16.5,2.0,2023-11-18,0.03287671232876712,False,15.925
AAPL231117P00195000,195.0,17.85,19.0,53.0,2023-11-18,0.03287671232876712,False,18.425
AAPL231117P00197500,197.5,20.35,21.4,1.0,2023-11-18,0.03287671232876712,False,20.875
AAPL231117P00200000,200.0,22.85,24.0,23.0,2023-11-18,0.03287671232876712,False,23.425
AAPL231117P00205000,205.0,27.85,28.9,2.0,2023-11-18,0.03287671232876712,False,28.375
AAPL231117P00210000,210.0,32.8,33.8,590.0,2023-11-18,0.03287671232876712,False,33.3
AAPL231117P00215000,215.0,37.85,38.8,5.0,2023-11-18,0.03287671232876712,False,38.325
AAPL231117P00220000,220.0,42.8,43.85,1.0,2023-11-18,0.03287671232876712,False,43.325
AAPL231117P00225000,225.0,47.8,48.95,1.0,2023-11-18,0.03287671232876712,False,48.375
AAPL231117P00230000,230.0,52.8,53.85,1.0,2023-11-18,0.03287671232876712,False,53.325
AAPL231117P00240000,240.0,60.2,62.7,74.0,2023-11-18,0.03287671232876712,False,61.45
AAPL231117P00250000,250.0,69.9,70.5,1.0,2023-11-18,0.03287671232876712,False,70.2
AAPL231117P00255000,255.0,77.8,78.85,9.0,2023-11-18,0.03287671232876712,False,78.32499999999999
AAPL231117P00260000,260.0,85.5,86.95,,2023-11-18,0.03287671232876712,False,86.225
AAPL231117P00265000,265.0,,,,2023-11-18,0.03287671232876712,False,
AAPL231117P00270000,270.0,77.95,79.85,,2023-11-18,0.03287671232876712,False,78.9
AAPL231117P00290000,290.0,113.8,116.35,4.0,2023-11-18,0.03287671232876712,False,115.07499999999999
AAPL231117P00300000,300.0,122.8,123.9,1.0,2023-11-18,0.03287671232876712,False,123.35
AAPL231124C00050000,50.0,126.15,127.3,1.0,2023-11-25,0.052054794520547946,True,126.725
AAPL231124C00090000,90.0,,,,2023-11-25,0.052054794520547946,True,
AAPL231124C00095000,95.0,81.15,82.3,,2023-11-25,0.052054794520547946,True,81.725
AAPL231124C00100000,100.0,76.15,77.3,32.0,2023-11-25,0.052054794520547946,True,76.725
AAPL231124C00105000,105.0,71.15,72.35,,2023-11-25,0.052054794520547946,True,71.75
AAPL231124C00110000,110.0,66.2,67.35,5.0,2023-11-25,0.052054794520547946,True,66.775
AAPL231124C00115000,115.0,61.25,62.35,,2023-11-25,0.052054794520547946,True,61.8
AAPL231124C00130000,130.0,46.35,47.45,4.0,2023-11-25,0.052054794520547946,True,46.900000000000006
AAPL231124C00135000,135.0,41.3,42.35,1.0,2023-11-25,0.052054794520547946,True,41.825
AAPL231124C00140000,140.0,36.35,37.55,1.0,2023-11-25,0.052054794520547946,True,36.95
AAPL231124C00145000,145.0,31.45,32.6,1.0,2023-11-25,0.052054794520547946,True,32.025
AAPL231124C00150000,150.0,26.55,27.6,34.0,2023-11-25,0.052054794520547946,True,27.075000000000003
AAPL231124C00155000,155.0,21.95,22.3,12.0,2023-11-25,0.052054794520547946,True,22.125
AAPL231124C00160000,160.0,16.95,17.4,60.0,2023-11-25,0.052054794520547946,True,17.174999999999997
AAPL231124C00165000,165.0,12.25,12.6,234.0,2023-11-25,0.052054794520547946,True,12.425
AAPL231124C00170000,170.0,7.9,8.2,616.0,2023-11-25,0.052054794520547946,True,8.05
AAPL231124C00175000,175.0,4.3,4.4,2343.0,2023-11-25,0.052054794520547946,True,4.35
AAPL231124C00180000,180.0,1.73,1.8,4676.0,2023-11-25,0.052054794520547946,True,1.7650000000000001
AAPL231124C00185000,185.0,0.51,0.56,3432.0,2023-11-25,0.052054794520547946,True,0.535
AAPL231124C00190000,190.0,0.15,0.17,1889.0,2023-11-25,0.052054794520547946,True,0.16
AAPL231124C00195000,195.0,0.02,0.08,431.0,2023-11-25,0.052054794520547946,True,0.05
AAPL231124C00200000,200.0,0.04,0.05,331.0,2023-11-25,0.052054794520547946,True,0.045
AAPL231124C00205000,205.0,0.0,0.03,18.0,2023-11-25,0.052054794520547946,True,0.015
AAPL231124C00210000,210.0,0.0,0.07,5.0,2023-11-25,0.052054794520547946,True,0.035
AAPL231124C00215000,215.0,0.0,0.01,7.0,2023-11-25,0.052054794520547946,True,0.005
AAPL231124C00220000,220.0,0.0,0.06,8.0,2023-11-25,0.052054794520547946,True,0.03
AAPL231124C00225000,225.0,0.0,0.06,2.0,2023-11-25,0.052054794520547946,True,0.03
AAPL231124C00230000,230.0,0.0,0.06,1.0,2023-11-25,0.052054794520547946,True,0.03
AAPL231124C00235000,235.0,0.0,0.02,1.0,2023-11-25,0.052054794520547946,True,0.01
AAPL231124C00245000,245.0,0.0,0.06,1.0,2023-11-25,0.052054794520547946,True,0.03
AAPL231124C00255000,255.0,0.0,0.06,1.0,2023-11-25,0.052054794520547946,True,0.03
AAPL231124C00265000,265.0,0.0,0.06,20.0,2023-11-25,0.052054794520547946,True,0.03
AAPL231124P00050000,50.0,0.0,0.06,3.0,2023-11-25,0.052054794520547946,False,0.03
AAPL231124P00075000,75.0,0.0,0.06,2.0,2023-11-25,0.052054794520547946,False,0.03
AAPL231124P00080000,80.0,0.0,0.06,,2023-11-25,0.052054794520547946,False,0.03
AAPL231124P00090000,90.0,0.0,0.03,9.0,2023-11-25,0.052054794520547946,False,0.015
AAPL231124P00095000,95.0,0.0,0.03,1.0,2023-11-25,0.052054794520547946,False,0.015
AAPL231124P00100000,100.0,0.0,0.03,506.0,2023-11-25,0.052054794520547946,False,0.015
AAPL231124P00105000,105.0,0.0,0.04,6.0,2023-11-25,0.052054794520547946,False,0.02
AAPL231124P00110000,110.0,0.0,0.02,6.0,2023-11-25,0.052054794520547946,False,0.01
AAPL231124P00115000,115.0,0.0,0.06,11.0,2023-11-25,0.052054794520547946,False,0.03
AAPL231124P00120000,120.0,0.01,0.07,66.0,2023-11-25,0.052054794520547946,False,0.04
AAPL231124P00125000,125.0,0.01,0.08,157.0,2023-11-25,0.052054794520547946,False,0.045
AAPL231124P00130000,130.0,0.05,0.07,3587.0,2023-11-25,0.052054794520547946,False,0.060000000000000005
AAPL231124P00135000,135.0,0.07,0.08,150.0,2023-11-25,0.052054794520547946,False,0.07500000000000001
AAPL231124P00140000,140.0,0.08,0.1,73.0,2023-11-25,0.052054794520547946,False,0.09
AAPL231124P00145000,145.0,0.1,0.12,340.0,2023-11-25,0.052054794520547946,False,0.11
AAPL231124P00150000,150.0,0.12,0.14,907.0,2023-11-25,0.052054794520547946,False,0.13
AAPL231124P00155000,155.0,0.15,0.19,1558.0,2023-11-25,0.052054794520547946,False,0.16999999999999998
AAPL231124P00160000,160.0,0.26,0.3,1109.0,2023-11-25,0.052054794520547946,False,0.28
AAPL231124P00165000,165.0,0.51,0.53,1768.0,2023-11-25,0.052054794520547946,False,0.52
AAPL231124P00170000,170.0,1.07,1.14,4298.0,2023-11-25,0.052054794520547946,False,1.105
AAPL231124P00175000,175.0,2.35,2.43,2342.0,2023-11-25,0.052054794520547946,False,2.39
AAPL231124P00180000,180.0,4.65,4.95,512.0,2023-11-25,0.052054794520547946,False,4.800000000000001
AAPL231124P00185000,185.0,8.15,8.8,82.0,2023-11-25,0.052054794520547946,False,8.475000000000001
AAPL231124P00190000,190.0,12.85,14.05,35.0,2023-11-25,0.052054794520547946,False,13.45
AAPL231124P00195000,195.0,17.85,19.0,21.0,2023-11-25,0.052054794520547946,False,18.425
AAPL231124P00200000,200.0,22.85,23.95,1.0,2023-11-25,0.052054794520547946,False,23.4
AAPL231124P00205000,205.0,27.8,29.0,1.0,2023-11-25,0.052054794520547946,False,28.4
AAPL231124P00210000,210.0,32.8,33.8,,2023-11-25,0.052054794520547946,False,33.3
AAPL231124P00215000,215.0,,,,2023-11-25,0.052054794520547946,False,
AAPL231124P00230000,230.0,52.75,53.95,1.0,2023-11-25,0.052054794520547946,False,53.35
AAPL231124P00245000,245.0,67.75,68.9,,2023-11-25,0.052054794520547946,False,68.325
AAPL231124P00260000,260.0,82.8,83.85,1.0,2023-11-25,0.052054794520547946,False,83.32499999999999
AAPL231201C00075000,75.0,101.2,102.35,2.0,2023-12-02,0.07123287671232877,True,101.775
AAPL231201C00100000,100.0,76.2,77.5,2.0,2023-12-02,0.07123287671232877,True,76.85
